,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
499719,12/19/2020 23:11,3.74125E+14,fraud_Turner and Sons,shopping_pos,939.59,Christopher,Gilbert,M,20937 Reed Lakes Apt. 271,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",7/20/1970,c403c8b28b78d9a43f3440468a53e5a2,1387494696,39.201096,-77.301276,1
499732,12/19/2020 23:19,3.74125E+14,fraud_Schumm PLC,shopping_net,1121.05,Christopher,Gilbert,M,20937 Reed Lakes Apt. 271,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",7/20/1970,60213a1124214805d1c9bb3678045254,1387495157,39.934793,-77.653351,1
499789,12/19/2020 23:34,3.74125E+14,fraud_Terry Ltd,home,212.01,Christopher,Gilbert,M,20937 Reed Lakes Apt. 271,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",7/20/1970,147396952f431ae3da3de3019a3c7553,1387496056,38.273559,-77.262728,1
501393,12/20/2020 8:44,4.71656E+15,fraud_Barrows PLC,shopping_pos,866.79,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,5/4/1972,74234f31e8ca08c6e91f2802c1b26c8e,1387529049,48.597303,-113.447021,1
504945,12/20/2020 22:44,4.71656E+15,fraud_Erdman-Schaden,personal_care,23.92,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,5/4/1972,d4ab00b75d1e7d6dc5288348049c7d2c,1387579479,47.456575,-112.867601,1
505085,12/20/2020 23:16,4.71656E+15,fraud_Emmerich-Rau,personal_care,19.27,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,5/4/1972,6c8614ea571c5b5c870fc23047412d1c,1387581397,48.391178,-111.997173,1
505195,12/20/2020 23:39,4.71656E+15,fraud_Renner Ltd,home,168.06,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,5/4/1972,e90fd1b484aeaadc987ef461de9ffaad,1387582780,48.548617,-113.546774,1
505352,12/21/2020 0:21,4.71656E+15,fraud_Miller-Hauck,grocery_pos,338.6,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,5/4/1972,1a27326b3068bff943a6aceeb5279db6,1387585283,47.824072,-112.11029,1
505711,12/21/2020 2:02,4.71656E+15,"fraud_Huel, Hammes and Witting",grocery_pos,349.96,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,5/4/1972,0e30f9c5796e4f059c223d88d645941c,1387591320,48.427186,-112.40139,1
505774,12/21/2020 2:21,4.71656E+15,fraud_Murray-Smitham,grocery_pos,358.24,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,5/4/1972,8a5d80eb4f573480db90899dd8b1c34a,1387592501,47.526202,-113.643313,1
505826,12/21/2020 2:36,4.71656E+15,fraud_Schmidt and Sons,shopping_net,859.12,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,5/4/1972,fe8464ee336fe08b2adacdd0867b1343,1387593363,48.272348,-112.328075,1
506021,12/21/2020 3:29,2.24218E+15,"fraud_Stroman, Hudson and Erdman",gas_transport,11.79,Travis,Daniel,M,1327 Rose Causeway Apt. 610,Senatobia,MS,38668,34.6323,-89.8855,14462,Database administrator,3/3/1959,734fed2595bfc7f222c0487f2e8e5ecd,1387596548,34.894571,-89.177137,1
511235,12/21/2020 22:36,2.24218E+15,fraud_Kozey-Boehm,shopping_net,866.01,Travis,Daniel,M,1327 Rose Causeway Apt. 610,Senatobia,MS,38668,34.6323,-89.8855,14462,Database administrator,3/3/1959,9a4d301d2430446a0a3917086133f051,1387665416,34.138515,-90.187114,1
511244,12/21/2020 22:38,4.71656E+15,fraud_Quitzon-Goyette,home,209.84,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,5/4/1972,7cde9b7604a025e251756a4bc9615888,1387665518,49.173669,-112.698767,1
511272,12/21/2020 22:42,4.71656E+15,fraud_Schulist Ltd,food_dining,123.58,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,5/4/1972,daabc7ccf6ccf2c85c1f6186ca11193a,1387665731,48.913048,-113.214921,1
511374,12/21/2020 22:59,4.71656E+15,fraud_Botsford and Sons,home,219.11,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,5/4/1972,4de4d5177b9b5c2054a638583ba63a3d,1387666762,47.911219,-113.691603,1
511675,12/21/2020 23:57,2.24218E+15,"fraud_Zboncak, Rowe and Murazik",shopping_net,981.22,Travis,Daniel,M,1327 Rose Causeway Apt. 610,Senatobia,MS,38668,34.6323,-89.8855,14462,Database administrator,3/3/1959,337214fb7984f4a661314d40a31f0bea,1387670236,34.526886,-88.975344,1
512502,12/22/2020 3:56,2.24218E+15,fraud_Mraz-Herzog,gas_transport,6.6,Travis,Daniel,M,1327 Rose Causeway Apt. 610,Senatobia,MS,38668,34.6323,-89.8855,14462,Database administrator,3/3/1959,92364a31b4d19e614bf8b6ef31b2255a,1387684589,34.610104,-89.27589,1
514913,12/22/2020 14:30,2.24218E+15,fraud_Predovic Inc,shopping_net,997.77,Travis,Daniel,M,1327 Rose Causeway Apt. 610,Senatobia,MS,38668,34.6323,-89.8855,14462,Database administrator,3/3/1959,a9082963c08b7f2873cf04e5209e584f,1387722610,35.112482,-90.417066,1
517197,12/22/2020 22:05,2.24218E+15,"fraud_Willms, Kris and Bergnaum",shopping_pos,1041.51,Travis,Daniel,M,1327 Rose Causeway Apt. 610,Senatobia,MS,38668,34.6323,-89.8855,14462,Database administrator,3/3/1959,35b0297dd026d2e9a75d024a5dec7955,1387749948,34.573471,-89.911011,1
517274,12/22/2020 22:18,2.24218E+15,fraud_Kuhn LLC,shopping_pos,868.09,Travis,Daniel,M,1327 Rose Causeway Apt. 610,Senatobia,MS,38668,34.6323,-89.8855,14462,Database administrator,3/3/1959,da7f67d7375f10a054a3d919448c45dd,1387750687,34.091227,-90.390612,1
517341,12/22/2020 22:31,2.24218E+15,"fraud_Mosciski, Ziemann and Farrell",shopping_net,1039.42,Travis,Daniel,M,1327 Rose Causeway Apt. 610,Senatobia,MS,38668,34.6323,-89.8855,14462,Database administrator,3/3/1959,25b076c7bcd70f272c1c5326bb234f4b,1387751508,34.628434,-90.28478,1
517529,12/22/2020 23:06,2.24218E+15,fraud_Bauch-Raynor,grocery_pos,289.27,Travis,Daniel,M,1327 Rose Causeway Apt. 610,Senatobia,MS,38668,34.6323,-89.8855,14462,Database administrator,3/3/1959,2df7d894868fbc99ec1d8b055585fc9d,1387753563,34.746063,-90.401093,1
517571,12/22/2020 23:13,2.24218E+15,fraud_Jaskolski-Vandervort,misc_net,766.38,Travis,Daniel,M,1327 Rose Causeway Apt. 610,Senatobia,MS,38668,34.6323,-89.8855,14462,Database administrator,3/3/1959,44292cbc51e37dc018ee6a988a4bc426,1387754019,33.771462,-90.651342,1
152544,8/13/2020 15:24,4.63496E+15,"fraud_Langworth, Boehm and Gulgowski",shopping_net,3.26,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",12/26/1973,ac47d2f328371e99b70a08e622cb8720,1376407466,41.788936,-96.091658,0
478303,12/14/2020 19:10,4.6816E+15,fraud_Pfeffer and Sons,shopping_pos,29.83,Tammy,Davis,F,77663 Colleen Freeway,Moundsville,WV,26041,39.9148,-80.731,16183,Physiotherapist,8/12/1977,5b1e49eca3cb5b1d56f29996498e8481,1387048207,40.277959,-79.849311,0
199878,8/30/2020 19:57,5.50108E+15,"fraud_Kunze, Larkin and Mayert",travel,3.25,Wayne,Payne,M,587 Bradley Inlet Suite 281,Cuyahoga Falls,OH,44223,41.1464,-81.5107,47772,Equities trader,1/4/1966,8c7abde9540550ca80dc60f8ace36ca2,1377892627,40.195414,-81.248342,0
458599,12/10/2020 12:18,6.76369E+11,fraud_Ratke and Sons,health_fitness,94.35,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",12/28/1974,618c0fb32215bbae1aef0ab332c2defd,1386677939,42.37883,-83.406294,0
521864,12/24/2020 9:58,4.51283E+18,"fraud_Lockman, West and Runte",grocery_pos,126.1,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,7/25/1983,6b9132bc5af40d2872a3ad9f33369e48,1387879100,39.709514,-80.281836,0
99106,7/26/2020 5:20,3.58364E+15,fraud_Koepp-Parker,grocery_pos,192.96,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1/1/1985,3ed5c1984e54fb50030f7215254e18c2,1374816020,40.637571,-74.380721,0
178603,8/23/2020 9:03,3.5677E+15,fraud_Rodriguez Group,gas_transport,55.73,John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,7/29/1998,1d0f1271a52eddd6b44901edb038303b,1377248623,42.937837,-73.189074,0
145850,8/11/2020 1:29,3.57303E+15,fraud_Murray-Smitham,grocery_pos,63.63,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",1/17/1990,1b413768f828d34e705b90001ab55aea,1376184591,41.292935,-109.49855,0
10640,6/24/2020 10:37,4.90663E+18,"fraud_Rodriguez, Yost and Jenkins",misc_net,4.68,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,2/13/1987,36b22db95e86c45443da047722dd0156,1372070265,24.169855,-82.251177,0
77992,7/18/2020 19:21,2.23561E+15,"fraud_Kling, Howe and Schneider",home,115.13,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,12/16/1980,ca76ec4888fd27fb63a138c0fe02d2c1,1374175279,43.511386,-103.872713,0
216089,9/6/2020 5:37,3.05516E+13,fraud_Auer-Mosciski,grocery_pos,193.7,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,11/14/1973,5d7b3be38905d6e6535ffd41c5fe332f,1378445836,35.051097,-80.676432,0
125003,8/3/2020 20:36,2.13153E+14,fraud_Kassulke PLC,shopping_net,7.15,Rebecca,Conley,F,181 Moreno Light Apt. 215,Tomahawk,WI,54487,45.4963,-89.7273,9594,Seismic interpreter,11/23/1997,aacdb297916c57846a998a1a731e2f50,1375562160,46.19686,-90.551621,0
165191,8/18/2020 0:23,2.13158E+14,"fraud_Ferry, Lynch and Kautzer",misc_net,131.19,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,8/1/1984,7dc7600129975a21c032d5cf5a6e475a,1376785428,41.300496,-109.163905,0
319626,10/20/2020 17:36,2.13174E+14,fraud_Bednar PLC,kids_pets,30.53,Joseph,Wagner,M,822 Austin Spur,North Judson,IN,46366,41.2244,-86.6966,5791,"Doctor, general practice",10/7/1959,79c34adee83f5c41c1659fd91b572922,1382290568,41.30619,-87.683218,0
165513,8/18/2020 2:55,4.99049E+12,"fraud_Weimann, Kuhic and Beahan",shopping_pos,4.18,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,12/13/1960,b593f32f235e6190bd6e9255bada28ec,1376794558,39.69484,-78.194419,0
541926,12/28/2020 20:11,4.9147E+15,fraud_Romaguera and Sons,travel,4.36,John,Williams,M,8929 Phillips Corners Suite 259,Harmony,PA,16037,40.8496,-80.1381,4589,Bookseller,5/1/1956,124bd64f8c3ebaff4b9ed83de5fe27b8,1388261474,40.499212,-79.958135,0
237474,9/14/2020 22:20,3.40951E+14,"fraud_Weber, Thiel and Hammes",kids_pets,115.27,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,7/2/1971,4ee261e5bbaa337f9726d2f67c59750d,1379197233,41.331352,-74.352887,0
425388,12/3/2020 0:07,3.44342E+14,fraud_Berge LLC,gas_transport,78.42,Ruth,Fuller,F,37732 Joe Courts Apt. 752,Darien,GA,31305,31.3826,-81.4312,5989,Tax adviser,5/5/1967,9187f8b584fee608be4d49bc58beee05,1386029243,31.00735,-82.405847,0
175202,8/21/2020 22:24,4.15502E+15,fraud_Osinski Inc,personal_care,42.31,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),10/12/1983,df38e789335aaba88999019ac0392373,1377123881,34.777259,-98.456714,0
540754,12/28/2020 16:27,4.26E+12,fraud_Gottlieb-Hansen,personal_care,17.99,Julie,Johnson,F,9331 Robert Passage Suite 327,Hudson,KS,67545,38.1485,-98.6408,215,Probation officer,11/22/1968,88857dec7f3e74f924825ed311f883b2,1388248026,37.452247,-98.38332,0
427921,12/3/2020 19:49,4.47684E+12,fraud_Eichmann-Kilback,home,31,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1/21/1979,f166bfd4c7dbaaf8ab1d415ea0680cdd,1386100169,35.383014,-86.70793,0
211973,9/4/2020 3:04,3.51823E+15,fraud_Harris Inc,gas_transport,34.21,Barbara,Lowe,F,67210 Lori Creek,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,9/11/1970,c1ee72f9ddfa0e4f9f0151d466849f67,1378263870,34.053752,-96.965444,0
311220,10/17/2020 19:04,3.85805E+13,fraud_Carroll PLC,health_fitness,52.5,Teresa,Clark,F,1323 Derek Mission,Noonan,ND,58765,48.8856,-103.0098,248,Industrial/product designer,5/13/1968,fc3eef4bbe9620bb4262771571b54ecb,1382036684,49.484739,-103.904781,0
416163,11/30/2020 23:56,3.59192E+15,fraud_Gutmann-Upton,misc_pos,67.6,Brian,Williams,M,32941 Krystal Mill Apt. 552,Titusville,FL,32780,28.5697,-80.8191,54767,Set designer,7/25/1987,05ab5936db04f34b67160607e4537f5c,1385855808,28.451728,-81.552099,0
100224,7/26/2020 14:23,4.29404E+15,"fraud_Langworth, Boehm and Gulgowski",shopping_net,6.19,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413,-81.69,2206,Biomedical scientist,12/31/1986,f3f39cfe634fe0c7752397fcc128d73c,1374848581,32.695069,-82.666282,0
199650,8/30/2020 18:26,4.31958E+18,fraud_Turner LLC,travel,6.3,Kathleen,Nash,F,010 Salazar Walk,Cromona,KY,41810,37.1788,-82.695,502,Chief Financial Officer,2/1/1960,22c3737eeecb61efcd63ac40ccb2ced4,1377887191,36.331734,-83.115533,0
35612,7/3/2020 18:49,4.59974E+18,fraud_Abernathy and Sons,food_dining,117.06,Mary,Myers,F,39787 Pamela Fall Suite 639,Tiptonville,TN,38079,36.3846,-89.4649,5577,Geochemist,12/30/1964,f4838cf2ae05fbfdcdfcc22b46db7ef1,1372877391,35.967429,-90.253701,0
497855,12/19/2020 13:28,3.58601E+15,fraud_Powlowski-Weimann,food_dining,92.37,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,2/29/1984,cec4f787208b940e930cc7d37e399d08,1387459680,47.697532,-121.232838,0
299758,10/12/2020 12:36,3.87974E+13,"fraud_Hermiston, Pacocha and Smith",health_fitness,75.35,Andrew,Tucker,M,583 Gray Creek,Oak Hill,NY,12460,42.4069,-74.1528,277,Glass blower/designer,12/12/1971,d059ef87f57b350e806daabe2b5eeec9,1381581403,41.827808,-74.699798,0
15805,6/26/2020 20:09,4.2097E+18,fraud_Crooks and Sons,personal_care,9.12,Sarah,Bell,F,6963 Russell Causeway Suite 231,Galatia,IL,62935,37.8274,-88.6235,1943,"Restaurant manager, fast food",10/19/1971,74f21097e3c816b396ba384171d243ad,1372277367,37.782996,-88.311905,0
445726,12/7/2020 17:03,2.70319E+15,fraud_Dare-Marvin,entertainment,74.31,Jennifer,Banks,F,561 Perry Cove,Moravian Falls,NC,28654,36.0788,-81.1781,3495,"Psychologist, counselling",3/9/1988,9307172d483392a37e57035f920b90d7,1386435794,35.187515,-80.775442,0
28129,6/30/2020 14:13,4.837E+15,fraud_Labadie LLC,personal_care,57.93,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,4/12/1979,79c620c869b653510dcadcf7ca14c100,1372601622,46.68302,-85.889363,0
51631,7/8/2020 21:30,6.01193E+15,fraud_Morissette PLC,shopping_pos,139.74,Joshua,Cohen,M,426 Mark Ports,Brooklin,ME,4616,44.2541,-68.5565,824,"Loss adjuster, chartered",11/2/1974,5f387c7ce3e198939a3ee63138b97a31,1373319027,43.9162,-68.737246,0
220501,9/7/2020 18:00,4.51424E+15,fraud_Gerhold LLC,home,31.74,Janet,Carpenter,F,9870 Collins Flat,Laramie,WY,82072,41.4247,-105.4781,35371,"Pilot, airline",9/2/1988,854a4c42644129b2970dbb3822364ee5,1378576859,42.315922,-105.235289,0
322419,10/22/2020 4:34,3.54757E+15,fraud_Kuvalis Ltd,gas_transport,46.58,Jacob,Patel,M,54822 Hill Forks,Dieterich,IL,62424,39.0319,-88.4074,2092,"Psychologist, clinical",4/30/1962,aa0e1b2da7e65752685dab19afaa7d49,1382416452,39.730006,-87.585315,0
72370,7/16/2020 7:12,3.46273E+14,fraud_Corwin-Collins,gas_transport,78.41,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,10/22/1991,8ea3db848618e22e89a380af0b82dae0,1373958733,36.959169,-81.204761,0
363959,11/9/2020 15:07,1.80047E+14,fraud_Kovacek Ltd,travel,8.01,Erika,Mason,F,083 Karen Island Apt. 656,Goreville,IL,62939,37.575,-88.9655,3119,"Teacher, secondary school",4/17/1942,da6d933ca2aeb407f119923d1c616883,1384009630,36.695706,-88.037605,0
394215,11/23/2020 2:06,3.57298E+15,fraud_Corwin-Collins,gas_transport,71.15,William,Lopez,M,785 Kevin Walk Suite 237,Brainard,NE,68626,41.1832,-96.9882,614,Associate Professor,6/20/1967,b5e2e2a0d9c56bea7bb4ab83b4c8bcf9,1385172400,40.611242,-97.477318,0
551613,12/30/2020 19:25,6.76314E+11,fraud_Nolan-Williamson,kids_pets,13.26,Ellen,Carrillo,F,9431 Amanda Mills,Odessa,MO,64076,38.9829,-93.9757,9512,Clinical research associate,12/31/1972,e0962e82596f3c5d7ab1cdd55148e7b4,1388431520,39.41709,-93.598874,0
115496,7/31/2020 20:28,3.74125E+14,fraud_Hilpert-Conroy,kids_pets,114.53,Christopher,Gilbert,M,20937 Reed Lakes Apt. 271,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",7/20/1970,43b6358a8af781698e26d4f83c497cf4,1375302503,38.840536,-76.881781,0
448131,12/8/2020 0:34,4.90663E+18,fraud_Bradtke PLC,grocery_pos,50.21,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,2/13/1987,d189365f10363cd933528a0907381fe9,1386462852,24.008533,-80.611767,0
330361,10/26/2020 0:52,2.24254E+15,"fraud_Kohler, Lindgren and Koelpin",grocery_net,11.06,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,4/10/1996,3cd4bd8bd6c46fccb93eee64d6614a1a,1382748763,37.785941,-84.828597,0
482224,12/15/2020 12:06,6.53889E+15,fraud_Schroeder Group,health_fitness,80.34,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",3/23/1977,4a35062a34a5089bb7dd8ca224f26d4e,1387109184,35.055924,-90.844775,0
477208,12/14/2020 15:41,3.0093E+13,"fraud_Little, Gutmann and Lynch",shopping_net,171.65,Jessica,Terry,F,6412 Elizabeth Gardens Suite 633,Maysville,KY,41056,38.6207,-83.8067,14228,Advertising account executive,3/26/1971,29167c4ebe4b3895fe9709bddb7e2869,1387035688,37.990297,-83.476308,0
62966,7/13/2020 5:42,4.63496E+15,fraud_Marks Inc,gas_transport,39.04,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",12/26/1973,b03d7fbaf7a4e9eac5baa28efe8fcf77,1373694121,42.216986,-96.645006,0
48279,7/7/2020 14:52,4.30248E+15,fraud_Daugherty-Thompson,food_dining,59.65,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,5/25/1995,7434cbdf162d623085a40951601c48f1,1373208758,42.609176,-86.358167,0
328847,10/25/2020 14:02,5.01831E+11,fraud_Howe PLC,entertainment,58.54,Corey,Jones,M,709 George Underpass Apt. 080,West Decatur,PA,16878,40.9493,-78.3129,1762,Armed forces logistics/support/administrative officer,5/4/1962,ad74c7db22092e057b484f3adeddeda4,1382709723,40.191027,-77.695605,0
41149,7/5/2020 18:51,6.01111E+15,fraud_Johnston-Casper,travel,4.02,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,2/8/1983,3504f1fb046d72594d8730974e07edd3,1373050285,33.971749,-78.78761,0
49415,7/7/2020 20:31,3.56196E+15,"fraud_Lang, Towne and Schuppe",kids_pets,53.95,Michael,Lee,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,11964,41.064,-72.3366,1858,Clinical biochemist,3/3/1984,073cb108b35bd9d39405087b72ddc9ae,1373229083,41.929401,-73.176552,0
29560,6/30/2020 21:30,3.02635E+13,fraud_Padberg-Sauer,home,16.89,Erik,Patterson,M,162 Jessica Row Apt. 072,Hatch,UT,84735,37.7175,-112.4777,258,Geoscientist,11/24/1961,3f5ab2794ab9213dc1f6bddc5ef2af6e,1372627850,37.441637,-113.00726,0
410924,11/30/2020 6:19,4.58626E+12,"fraud_Connelly, Reichert and Fritsch",gas_transport,53.3,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,1/20/1953,9e3c2957f3b1c2786a4e96aca681397b,1385792387,39.823778,-94.367684,0
137145,8/8/2020 15:29,6.76373E+11,fraud_Altenwerth-Kilback,home,13.79,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,7/18/1987,2923720f4b657323780c3e955cdcf4e1,1375975787,38.792504,-97.691211,0
323650,10/22/2020 21:55,4.00399E+15,"fraud_Kunze, Larkin and Mayert",travel,9.72,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,2/8/1989,c935ff73fdcc6c69356facbd3ebdd6bc,1382478947,32.423583,-86.698091,0
550386,12/30/2020 10:22,2.13157E+14,fraud_Murray Ltd,grocery_net,49.39,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,7/30/1982,9e27c7610617b8d730cdd66002db0d08,1388398975,33.426924,-117.663064,0
154665,8/14/2020 15:11,4.2554E+18,fraud_Quitzon-Goyette,home,30.01,George,Smith,M,7377 Walton Extensions Apt. 979,Dallas,TX,75236,32.69,-96.9177,1263321,"Designer, interior/spatial",9/27/1952,bab7a6db04ec01eb447af2a29566ce0a,1376493076,32.474356,-96.72129,0
290882,10/8/2020 12:27,2.70319E+15,fraud_O'Connell-Ullrich,home,16.73,Jennifer,Banks,F,561 Perry Cove,Moravian Falls,NC,28654,36.0788,-81.1781,3495,"Psychologist, counselling",3/9/1988,dd2ca91025d6251fdda386167ed91fa8,1381235261,35.306397,-81.510684,0
364780,11/9/2020 19:54,4.24792E+12,fraud_Ruecker-Mayert,kids_pets,28.11,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,3/9/1939,450a13adc0e168c85340b38887f7466c,1384026860,39.431937,-83.192556,0
504641,12/20/2020 21:45,3.05016E+13,fraud_Stoltenberg-Beatty,shopping_pos,9.67,Amanda,Smith,F,180 Graves Shore,Scotia,SC,29939,32.6786,-81.2455,302,Magazine features editor,5/4/1973,8a262f35367e3fb84e58b0c7f52cdecd,1387575932,33.439706,-80.579027,0
427515,12/3/2020 17:18,3.55055E+15,fraud_Padberg-Sauer,home,84.7,Ryan,Foster,M,03921 Cole Mission Suite 882,Hampton,FL,32044,29.8575,-82.1483,2060,Oncologist,11/10/1983,7fc1211481df5154233c8ea0e9ee437e,1386091084,30.128148,-82.25034,0
248338,9/20/2020 5:46,1.80065E+14,fraud_Cole PLC,grocery_pos,76.83,Krystal,Gamble,F,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,2/15/1964,50f0b4efac4b5f12a8e66d43ae29d7b9,1379655974,40.40025,-77.280887,0
